 Percent |	Source code & Disassembly of sort for cycles
    0.00 :	  3516a0b3a8:   xor    %eax,%eax
    0.00 :	  3516a0b3aa:   xor    %ecx,%ecx
    0.00 :	  3516a0b3ac:   movl   $0x0,-0x60(%rbp)
    0.00 :	  3516a0b3b3:   movq   $0x0,-0x50(%rbp)
    0.00 :	  3516a0b3bb:   movq   $0x0,-0x68(%rbp)
    0.00 :	  3516a0b3c3:   movq   $0x0,-0x70(%rbp)
    0.00 :	  3516a0b3cb:   test   %rdx,%rdx
    0.00 :	  3516a0b3ce:   je     3516a0b3e7 <_dl_relocate_object+0xf7>
    0.00 :	  3516a0b3d0:   mov    0x8(%rdx),%rcx
    0.00 :	  3516a0b3d4:   mov    0x80(%rbx),%rax
    0.00 :	  3516a0b3db:   mov    %rcx,-0x70(%rbp)
    0.00 :	  3516a0b3df:   mov    0x8(%rax),%rax
    0.00 :	  3516a0b3e3:   mov    %rax,-0x68(%rbp)
    0.00 :	  3516a0b3e7:   cmpq   $0x0,0xe0(%rbx)
    0.00 :	  3516a0b3ef:   je     3516a0bd7a <_dl_relocate_object+0xa8a>
    0.00 :	  3516a0b3f5:   mov    0xf8(%rbx),%rdx
    0.00 :	  3516a0b3fc:   test   %r12d,%r12d
    0.00 :	  3516a0b3ff:   mov    0x8(%rdx),%rdx
    0.00 :	  3516a0b403:   je     3516a0b7b0 <_dl_relocate_object+0x4c0>
    0.00 :	  3516a0b409:   mov    0x50(%rbx),%rax
    0.00 :	  3516a0b40d:   mov    %rdx,-0x58(%rbp)
    0.00 :	  3516a0b411:   mov    -0x70(%rbp),%rcx
    0.00 :	  3516a0b415:   mov    -0x60(%rbp),%edx
    0.00 :	  3516a0b418:   mov    0x8(%rax),%rax
    0.00 :	  3516a0b41c:   mov    %r12d,-0x48(%rbp)
    0.00 :	  3516a0b420:   mov    %rax,-0x50(%rbp)
    0.00 :	  3516a0b424:   mov    -0x68(%rbp),%rax
    0.00 :	  3516a0b428:   lea    -0x70(%rbp),%rsi
    0.00 :	  3516a0b42c:   mov    %rcx,%r14
    0.00 :	  3516a0b42f:   lea    (%rcx,%rax,1),%r10
    0.00 :	  3516a0b433:   mov    (%rbx),%r12
    0.00 :	  3516a0b436:   lea    0x20(%rsi),%rdi
    0.00 :	  3516a0b43a:   add    $0x38,%rsi
    0.00 :	  3516a0b43e:   test   %edx,%edx
    0.00 :	  3516a0b440:   mov    %rsi,-0xc0(%rbp)
    0.00 :	  3516a0b447:   lea    -0x38(%rbp),%rsi
    0.00 :	  3516a0b44b:   mov    %rdi,-0x78(%rbp)
    0.00 :	  3516a0b44f:   mov    %rsi,-0xb0(%rbp)
    0.00 :	  3516a0b456:   je     3516a0b4cc <_dl_relocate_object+0x1dc>
    0.00 :	  3516a0b458:   cmp    %r10,%rcx
    0.00 :	  3516a0b45b:   jae    3516a0b491 <_dl_relocate_object+0x1a1>
    0.00 :	  3516a0b45d:   nopl   (%rax)
    0.00 :	  3516a0b460:   mov    0x8(%r14),%esi
    0.00 :	  3516a0b464:   mov    %r12,%r13
    0.00 :	  3516a0b467:   add    (%r14),%r13
    0.00 :	  3516a0b46a:   cmp    $0x7,%rsi
    0.00 :	  3516a0b46e:   jne    3516a0bdb3 <_dl_relocate_object+0xac3>
    0.00 :	  3516a0b474:   mov    0x3e0(%rbx),%rax
    0.00 :	  3516a0b47b:   test   %rax,%rax
    0.00 :	  3516a0b47e:   jne    3516a0bdd8 <_dl_relocate_object+0xae8>
    0.00 :	  3516a0b484:   add    %r12,0x0(%r13)
    0.00 :	  3516a0b488:   add    $0x18,%r14
    0.00 :	  3516a0b48c:   cmp    %r14,%r10
    0.00 :	  3516a0b48f:   ja     3516a0b460 <_dl_relocate_object+0x170>
    0.00 :	  3516a0b491:   mov    -0xc0(%rbp),%rdi
    0.00 :	  3516a0b498:   cmp    %rdi,-0x78(%rbp)
    0.00 :	  3516a0b49c:   je     3516a0b6ce <_dl_relocate_object+0x3de>
    0.00 :	  3516a0b4a2:   mov    -0x78(%rbp),%rdx
    0.00 :	  3516a0b4a6:   mov    (%rbx),%r12
    0.00 :	  3516a0b4a9:   mov    %rdx,%rcx
    0.00 :	  3516a0b4ac:   mov    (%rdx),%rax
    0.00 :	  3516a0b4af:   mov    0x8(%rdx),%edx
    0.00 :	  3516a0b4b2:   mov    %rcx,%rsi
    0.00 :	  3516a0b4b5:   mov    -0x8(%rcx),%rcx
    0.00 :	  3516a0b4b9:   add    $0x18,%rsi
    0.00 :	  3516a0b4bd:   test   %edx,%edx
    0.00 :	  3516a0b4bf:   mov    %rsi,-0x78(%rbp)
    0.00 :	  3516a0b4c3:   mov    %rcx,%r14
    0.00 :	  3516a0b4c6:   lea    (%rcx,%rax,1),%r10
    0.00 :	  3516a0b4ca:   jne    3516a0b458 <_dl_relocate_object+0x168>
    0.00 :	  3516a0b4cc:   mov    0x70(%rbx),%rdx
    0.00 :	  3516a0b4d0:   xor    %r13d,%r13d
    0.00 :	  3516a0b4d3:   mov    0x8(%rdx),%rdx
    0.00 :	  3516a0b4d7:   mov    %rdx,-0x80(%rbp)
    0.00 :	  3516a0b4db:   mov    0x180(%rbx),%rdx
    0.00 :	  3516a0b4e2:   test   %rdx,%rdx
    0.00 :	  3516a0b4e5:   je     3516a0b50a <_dl_relocate_object+0x21a>
    0.00 :	  3516a0b4e7:   mov    0x8(%rdx),%esi
    0.00 :	  3516a0b4ea:   mov    $0xaaaaaaaaaaaaaaab,%rdx
    0.00 :	  3516a0b4f4:   mul    %rdx
    0.00 :	  3516a0b4f7:   shr    $0x4,%rdx
    0.00 :	  3516a0b4fb:   cmp    %rsi,%rdx
    0.00 :	  3516a0b4fe:   cmova  %rsi,%rdx
    0.00 :	  3516a0b502:   lea    (%rdx,%rdx,2),%r13
    0.00 :	  3516a0b506:   shl    $0x3,%r13
    0.00 :	  3516a0b50a:   lea    0x215487(%rip),%rax        # 3516c20998 <_rtld_global+0x998>
    0.00 :	  3516a0b511:   lea    (%rcx,%r13,1),%r13
    0.00 :	  3516a0b515:   cmp    %rax,%rbx
    0.00 :	  3516a0b518:   je     3516a0b531 <_dl_relocate_object+0x241>
    0.00 :	  3516a0b51a:   test   %r12,%r12
    0.00 :	  3516a0b51d:   jne    3516a0ba20 <_dl_relocate_object+0x730>
    0.00 :	  3516a0b523:   cmpq   $0x0,0x238(%rbx)
    0.00 :	  3516a0b52b:   je     3516a0ba20 <_dl_relocate_object+0x730>
    0.00 :	  3516a0b531:   mov    0x1c8(%rbx),%rax
    0.00 :	  3516a0b538:   test   %rax,%rax
    0.00 :	  3516a0b53b:   je     3516a0ba57 <_dl_relocate_object+0x767>
    0.00 :	  3516a0b541:   mov    0x8(%rax),%rax
    0.00 :	  3516a0b545:   cmp    %r13,%r10
    0.00 :	  3516a0b548:   mov    %rax,-0x88(%rbp)
    0.00 :	  3516a0b54f:   jbe    3516a0b491 <_dl_relocate_object+0x1a1>
    0.00 :	  3516a0b555:   mov    %r10,-0x98(%rbp)
    0.00 :	  3516a0b55c:   mov    %r12,-0x90(%rbp)
    0.00 :	  3516a0b563:   nopl   0x0(%rax,%rax,1)
    0.00 :	  3516a0b568:   mov    0x8(%r13),%r14
    0.00 :	  3516a0b56c:   mov    -0x88(%rbp),%rdx
    0.00 :	  3516a0b573:   mov    -0x80(%rbp),%rcx
    0.00 :	  3516a0b577:   mov    -0x90(%rbp),%r15
    0.00 :	  3516a0b57e:   add    0x0(%r13),%r15
    0.00 :	  3516a0b582:   mov    0x2e0(%rbx),%rsi
    0.00 :	  3516a0b589:   mov    %r14,%rax
    0.00 :	  3516a0b58c:   and    $0xffffffffffffffff,%r14d
    0.00 :	  3516a0b590:   shr    $0x20,%rax
    0.00 :	  3516a0b594:   cmp    $0x8,%r14
    0.00 :	  3516a0b598:   movzwl (%rdx,%rax,2),%edi
    0.00 :	  3516a0b59c:   lea    (%rax,%rax,2),%rax
    0.00 :	  3516a0b5a0:   lea    (%rcx,%rax,8),%r12
    0.00 :	  3516a0b5a4:   mov    %r12,-0x38(%rbp)
    0.00 :	  3516a0b5a8:   je     3516a0bdef <_dl_relocate_object+0xaff>
    0.00 :	  3516a0b5ae:   test   %r14,%r14
    0.00 :	  3516a0b5b1:   je     3516a0b820 <_dl_relocate_object+0x530>
    0.00 :	  3516a0b5b7:   movzbl 0x4(%r12),%ecx
    0.00 :	  3516a0b5bd:   mov    %r12,%rax
    0.00 :	  3516a0b5c0:   mov    %rbx,%rdx
    0.00 :	  3516a0b5c3:   shr    $0x4,%cl
    0.00 :	  3516a0b5c6:   test   %cl,%cl
    0.00 :	  3516a0b5c8:   je     3516a0b699 <_dl_relocate_object+0x3a9>
    0.00 :	  3516a0b5ce:   cmp    0x3f8(%rbx),%r12
    0.00 :	  3516a0b5d5:   je     3516a0bdfe <_dl_relocate_object+0xb0e>
    0.00 :	  3516a0b5db:   cmp    $0x10,%r14
    0.00 :	  3516a0b5df:   sete   %al
    0.00 :	  3516a0b5e2:   cmp    $0x7,%r14
    0.00 :	  3516a0b5e6:   sete   %dl
    0.00 :	  3516a0b5e9:   or     %edx,%eax
    0.00 :	  3516a0b5eb:   test   %al,%al
    0.00 :	  3516a0b5ed:   jne    3516a0ba10 <_dl_relocate_object+0x720>
    0.00 :	  3516a0b5f3:   cmp    $0x12,%r14
    0.00 :	  3516a0b5f7:   je     3516a0ba10 <_dl_relocate_object+0x720>
    0.00 :	  3516a0b5fd:   cmp    $0x11,%r14
    0.00 :	  3516a0b601:   je     3516a0ba10 <_dl_relocate_object+0x720>
    0.00 :	  3516a0b607:   xor    %eax,%eax
    0.00 :	  3516a0b609:   cmp    $0x24,%r14
    0.00 :	  3516a0b60d:   sete   %al
    0.00 :	  3516a0b610:   xor    %r9d,%r9d
    0.00 :	  3516a0b613:   cmp    $0x5,%r14
    0.00 :	  3516a0b617:   sete   %r9b
    0.00 :	  3516a0b61b:   and    $0x7fff,%edi
    0.00 :	  3516a0b621:   lea    (%rdi,%rdi,2),%rdx
    0.00 :	  3516a0b625:   add    %r9d,%r9d
    0.00 :	  3516a0b628:   or     %eax,%r9d
    0.00 :	  3516a0b62b:   mov    -0x38(%rbp),%rax
    0.00 :	  3516a0b62f:   lea    (%rsi,%rdx,8),%r8
    0.00 :	  3516a0b633:   mov    %r9d,0x400(%rbx)
    0.00 :	  3516a0b63a:   test   %r8,%r8
    0.00 :	  3516a0b63d:   mov    %rax,0x3f8(%rbx)
    0.00 :	  3516a0b644:   je     3516a0b655 <_dl_relocate_object+0x365>
    0.00 :	  3516a0b646:   mov    0x8(%r8),%edx
    0.00 :	  3516a0b64a:   mov    $0x0,%esi
    0.00 :	  3516a0b64f:   test   %edx,%edx
    0.00 :	  3516a0b651:   cmove  %rsi,%r8
    0.00 :	  3516a0b655:   mov    (%rax),%edi
    0.00 :	  3516a0b657:   mov    -0xb0(%rbp),%rdx
    0.00 :	  3516a0b65e:   mov    %rbx,%rsi
    0.00 :	  3516a0b661:   add    -0xa8(%rbp),%rdi
    0.00 :	  3516a0b668:   mov    -0xa0(%rbp),%rcx
    0.00 :	  3516a0b66f:   movq   $0x0,0x8(%rsp)
    0.00 :	  3516a0b678:   movl   $0x1,(%rsp)
    0.00 :	  3516a0b67f:   callq  3516a09cf0 <_dl_lookup_symbol_x>
    0.00 :	  3516a0b684:   mov    %rax,%rdx
    0.00 :	  3516a0b687:   mov    -0x38(%rbp),%rax
    0.00 :	  3516a0b68b:   mov    %rdx,0x408(%rbx)
    0.00 :	  3516a0b692:   mov    %rax,0x410(%rbx)
    0.00 :	  3516a0b699:   xor    %esi,%esi
    0.00 :	  3516a0b69b:   test   %rax,%rax
    0.00 :	  3516a0b69e:   je     3516a0b6b7 <_dl_relocate_object+0x3c7>
  100.00 :	  3516a0b6a0:   movzbl 0x4(%rax),%ecx
    0.00 :	  3516a0b6a4:   mov    0x8(%rax),%rsi
    0.00 :	  3516a0b6a8:   add    (%rdx),%rsi
    0.00 :	  3516a0b6ab:   and    $0xf,%ecx
    0.00 :	  3516a0b6ae:   cmp    $0xa,%ecx
    0.00 :	  3516a0b6b1:   je     3516a0be5d <_dl_relocate_object+0xb6d>
    0.00 :	  3516a0b6b7:   cmp    $0x25,%r14
    0.00 :	  3516a0b6bb:   jbe    3516a0b840 <_dl_relocate_object+0x550>
    0.00 :	  3516a0b6c1:   xor    %edx,%edx
    0.00 :	  3516a0b6c3:   mov    %r14d,%esi
    0.00 :	  3516a0b6c6:   mov    %rbx,%rdi
    0.00 :	  3516a0b6c9:   callq  3516a0b040 <_dl_reloc_bad_type>
    0.00 :	  3516a0b6ce:   mov    -0xb4(%rbp),%eax
    0.00 :	  3516a0b6d4:   test   %eax,%eax
    0.00 :	  3516a0b6d6:   jne    3516a0c105 <_dl_relocate_object+0xe15>
    0.00 :	  3516a0b6dc:   orb    $0x4,0x314(%rbx)
    0.00 :	  3516a0b6e3:   cmpq   $0x0,-0xc8(%rbp)
    0.00 :	  3516a0b6eb:   jne    3516a0c0d7 <_dl_relocate_object+0xde7>
    0.00 :	  3516a0b6f1:   cmpq   $0x0,0x458(%rbx)
    0.00 :	  3516a0b6f9:   je     3516a0b708 <_dl_relocate_object+0x418>
    0.00 :	  3516a0b6fb:   mov    %rbx,%rdi
    0.00 :	  3516a0b6fe:   callq  3516a0b120 <_dl_protect_relro>
    0.00 :	  3516a0b703:   nopl   0x0(%rax,%rax,1)
    0.00 :	  3516a0b708:   lea    -0x28(%rbp),%rsp
    0.00 :	  3516a0b70c:   pop    %rbx
    0.00 :	  3516a0b70d:   pop    %r12
    0.00 :	  3516a0b70f:   pop    %r13
    0.00 :	  3516a0b711:   pop    %r14
    0.00 :	  3516a0b713:   pop    %r15
    0.00 :	  3516a0b715:   leaveq 
    0.00 :	  3516a0b716:   retq   
    0.00 :	  3516a0b717:   nopw   0x0(%rax,%rax,1)
    0.00 :	  3516a0b720:   test   %rax,%rax
    0.00 :	  3516a0b723:   je     3516a0b3a4 <_dl_relocate_object+0xb4>
    0.00 :	  3516a0b729:   mov    (%rbx),%rdx
    0.00 :	  3516a0b72c:   mov    0x8(%rax),%rax
    0.00 :	  3516a0b730:   lea    0xb0f9(%rip),%rsi        # 3516a16830 <_dl_tlsdesc_resolve_rela>
    0.00 :	  3516a0b737:   mov    %rsi,(%rdx,%rax,1)
    0.00 :	  3516a0b73b:   jmpq   3516a0b3a4 <_dl_relocate_object+0xb4>
    0.00 :	  3516a0b740:   cmpq   $0x0,0xf8(%rbx)
    0.00 :	  3516a0b748:   je     3516a0b394 <_dl_relocate_object+0xa4>
    0.00 :	  3516a0b74e:   mov    0x58(%rbx),%rax
    0.00 :	  3516a0b752:   mov    0x8(%rax),%rax
    0.00 :	  3516a0b756:   mov    0x8(%rax),%rdx
    0.00 :	  3516a0b75a:   test   %rdx,%rdx
    0.00 :	  3516a0b75d:   jne    3516a0bba8 <_dl_relocate_object+0x8b8>
    0.00 :	  3516a0b763:   mov    -0xb4(%rbp),%ecx
    0.00 :	  3516a0b769:   mov    %rbx,0x8(%rax)
    0.00 :	  3516a0b76d:   test   %ecx,%ecx
    0.00 :	  3516a0b76f:   jne    3516a0bf00 <_dl_relocate_object+0xc10>
    0.00 :	  3516a0b775:   lea    0x8ee4(%rip),%rcx        # 3516a14660 <_dl_runtime_resolve>
    0.00 :	  3516a0b77c:   test   %r13b,%r13b
    0.00 :	  3516a0b77f:   mov    %rcx,0x10(%rax)
    0.00 :	  3516a0b783:   mov    0x288(%rbx),%rax
    0.00 :	  3516a0b78a:   je     3516a0b3a4 <_dl_relocate_object+0xb4>
    0.00 :	  3516a0b790:   jmp    3516a0b720 <_dl_relocate_object+0x430>
    0.00 :	  3516a0b792:   nopw   0x0(%rax,%rax,1)
    0.00 :	  3516a0b798:   cmpq   $0x0,0x100(%rbx)
    0.00 :	  3516a0b7a0:   cmovne -0xb4(%rbp),%r12d
    0.00 :	  3516a0b7a8:   jmpq   3516a0b353 <_dl_relocate_object+0x63>
    0.00 :	  3516a0b7ad:   nopl   (%rax)
    0.00 :	  3516a0b7b0:   lea    (%rax,%rcx,1),%rcx
    0.00 :	  3516a0b7b4:   cmp    %rdx,%rcx
    0.00 :	  3516a0b7b7:   jne    3516a0b409 <_dl_relocate_object+0x119>
    0.00 :	  3516a0b7bd:   mov    0x50(%rbx),%rdx
    0.00 :	  3516a0b7c1:   mov    -0x70(%rbp),%rcx
    0.00 :	  3516a0b7c5:   add    0x8(%rdx),%rax
    0.00 :	  3516a0b7c9:   mov    -0x60(%rbp),%edx
    0.00 :	  3516a0b7cc:   mov    %rax,-0x68(%rbp)
    0.00 :	  3516a0b7d0:   jmpq   3516a0b428 <_dl_relocate_object+0x138>
    0.00 :	  3516a0b7d5:   nopl   (%rax)
    0.00 :	  3516a0b7d8:   mov    -0x38(%rbp),%rcx
    0.00 :	  3516a0b7dc:   test   %rcx,%rcx
    0.00 :	  3516a0b7df:   je     3516a0bd85 <_dl_relocate_object+0xa95>
    0.00 :	  3516a0b7e5:   mov    0x440(%rdx),%rax
    0.00 :	  3516a0b7ec:   cmp    $0x1,%rax
    0.00 :	  3516a0b7f0:   je     3516a0c225 <_dl_relocate_object+0xf35>
    0.00 :	  3516a0b7f6:   test   %rax,%rax
    0.00 :	  3516a0b7f9:   je     3516a0c248 <_dl_relocate_object+0xf58>
    0.00 :	  3516a0b7ff:   mov    0x10(%r13),%rdx
    0.00 :	  3516a0b803:   add    0x8(%rcx),%rdx
    0.00 :	  3516a0b807:   lea    0xaf62(%rip),%rcx        # 3516a16770 <_dl_tlsdesc_return>
    0.00 :	  3516a0b80e:   sub    %rax,%rdx
    0.00 :	  3516a0b811:   mov    %rdx,0x8(%r15)
    0.00 :	  3516a0b815:   mov    %rcx,(%r15)
    0.00 :	  3516a0b818:   nopl   0x0(%rax,%rax,1)
    0.00 :	  3516a0b820:   add    $0x18,%r13
    0.00 :	  3516a0b824:   cmp    %r13,-0x98(%rbp)
    0.00 :	  3516a0b82b:   ja     3516a0b568 <_dl_relocate_object+0x278>
    0.00 :	  3516a0b831:   jmpq   3516a0b491 <_dl_relocate_object+0x1a1>
    0.00 :	  3516a0b836:   nopw   %cs:0x0(%rax,%rax,1)
    0.00 :	  3516a0b840:   lea    0xe9d9(%rip),%rdi        # 3516a1a220 <expected2.13259+0x10>
    0.00 :	  3516a0b847:   movslq (%rdi,%r14,4),%rax
    0.00 :	  3516a0b84b:   add    %rdi,%rax
    0.00 :	  3516a0b84e:   jmpq   *%rax
    0.00 :	  3516a0b850:   add    0x10(%r13),%rsi
    0.00 :	  3516a0b854:   add    $0x18,%r13
    0.00 :	  3516a0b858:   cmp    %r13,-0x98(%rbp)
    0.00 :	  3516a0b85f:   mov    %rsi,(%r15)
    0.00 :	  3516a0b862:   ja     3516a0b568 <_dl_relocate_object+0x278>
    0.00 :	  3516a0b868:   jmpq   3516a0b491 <_dl_relocate_object+0x1a1>
    0.00 :	  3516a0b86d:   nopl   (%rax)
    0.00 :	  3516a0b870:   mov    -0x38(%rbp),%rax
    0.00 :	  3516a0b874:   test   %rax,%rax
    0.00 :	  3516a0b877:   je     3516a0b820 <_dl_relocate_object+0x530>
    0.00 :	  3516a0b879:   mov    0x440(%rdx),%rcx
    0.00 :	  3516a0b880:   cmp    $0x1,%rcx
    0.00 :	  3516a0b884:   jbe    3516a0c1ef <_dl_relocate_object+0xeff>
    0.00 :	  3516a0b88a:   mov    0x10(%r13),%rdx
    0.00 :	  3516a0b88e:   add    0x8(%rax),%rdx
    0.00 :	  3516a0b892:   add    $0x18,%r13
    0.00 :	  3516a0b896:   sub    %rcx,%rdx
    0.00 :	  3516a0b899:   mov    %rdx,(%r15)
    0.00 :	  3516a0b89c:   cmp    %r13,-0x98(%rbp)
    0.00 :	  3516a0b8a3:   ja     3516a0b568 <_dl_relocate_object+0x278>
    0.00 :	  3516a0b8a9:   jmpq   3516a0b491 <_dl_relocate_object+0x1a1>
    0.00 :	  3516a0b8ae:   xchg   %ax,%ax
    0.00 :	  3516a0b8b0:   mov    -0x38(%rbp),%rdx
    0.00 :	  3516a0b8b4:   test   %rdx,%rdx
    0.00 :	  3516a0b8b7:   je     3516a0b820 <_dl_relocate_object+0x530>
    0.00 :	  3516a0b8bd:   mov    0x10(%r13),%rax
    0.00 :	  3516a0b8c1:   add    0x8(%rdx),%rax
    0.00 :	  3516a0b8c5:   add    $0x18,%r13
    0.00 :	  3516a0b8c9:   mov    %rax,(%r15)
    0.00 :	  3516a0b8cc:   cmp    %r13,-0x98(%rbp)
    0.00 :	  3516a0b8d3:   ja     3516a0b568 <_dl_relocate_object+0x278>
    0.00 :	  3516a0b8d9:   jmpq   3516a0b491 <_dl_relocate_object+0x1a1>
    0.00 :	  3516a0b8de:   xchg   %ax,%ax
    0.00 :	  3516a0b8e0:   test   %rdx,%rdx
    0.00 :	  3516a0b8e3:   je     3516a0b820 <_dl_relocate_object+0x530>
    0.00 :	  3516a0b8e9:   mov    0x448(%rdx),%rax
    0.00 :	  3516a0b8f0:   add    $0x18,%r13
    0.00 :	  3516a0b8f4:   mov    %rax,(%r15)
    0.00 :	  3516a0b8f7:   cmp    %r13,-0x98(%rbp)
    0.00 :	  3516a0b8fe:   ja     3516a0b568 <_dl_relocate_object+0x278>
    0.00 :	  3516a0b904:   jmpq   3516a0b491 <_dl_relocate_object+0x1a1>
    0.00 :	  3516a0b909:   nopl   0x0(%rax)
    0.00 :	  3516a0b910:   add    0x10(%r13),%rsi
    0.00 :	  3516a0b914:   mov    $0xffffffff,%edi
    0.00 :	  3516a0b919:   cmp    %rdi,%rsi
    0.00 :	  3516a0b91c:   mov    %esi,(%r15)
    0.00 :	  3516a0b91f:   jbe    3516a0b820 <_dl_relocate_object+0x530>
    0.00 :	  3516a0b925:   lea    0x10b44(%rip),%rsi        # 3516a1c470 <expected1.10492+0x100f>
    0.00 :	  3516a0b92c:   mov    0x214255(%rip),%rdx        # 3516c1fb88 <_dl_argv>
    0.00 :	  3516a0b933:   mov    0x68(%rbx),%rax
    0.00 :	  3516a0b937:   lea    0xf3c8(%rip),%rcx        # 3516a1ad06 <intel_02_known+0x246>
    0.00 :	  3516a0b93e:   mov    $0x2,%edi
    0.00 :	  3516a0b943:   mov    (%rdx),%rdx
    0.00 :	  3516a0b946:   test   %rdx,%rdx
    0.00 :	  3516a0b949:   cmove  %rcx,%rdx
    0.00 :	  3516a0b94d:   mov    (%r12),%ecx
    0.00 :	  3516a0b951:   add    0x8(%rax),%rcx
    0.00 :	  3516a0b955:   xor    %eax,%eax
    0.00 :	  3516a0b957:   callq  3516a0f470 <_dl_dprintf>
    0.00 :	  3516a0b95c:   jmpq   3516a0b820 <_dl_relocate_object+0x530>
    0.00 :	  3516a0b961:   nopl   0x0(%rax)
    0.00 :	  3516a0b968:   mov    0x10(%r13),%rax
    0.00 :	  3516a0b96c:   add    (%rbx),%rax
    0.00 :	  3516a0b96f:   add    $0x18,%r13
    0.00 :	  3516a0b973:   callq  *%rax
    0.00 :	  3516a0b975:   mov    %rax,(%r15)
    0.00 :	  3516a0b978:   cmp    %r13,-0x98(%rbp)
    0.00 :	  3516a0b97f:   ja     3516a0b568 <_dl_relocate_object+0x278>
    0.00 :	  3516a0b985:   jmpq   3516a0b491 <_dl_relocate_object+0x1a1>
    0.00 :	  3516a0b98a:   nopw   0x0(%rax,%rax,1)
    0.00 :	  3516a0b990:   mov    -0x38(%rbp),%rax
    0.00 :	  3516a0b994:   test   %rax,%rax
    0.00 :	  3516a0b997:   je     3516a0b820 <_dl_relocate_object+0x530>
    0.00 :	  3516a0b99d:   mov    0x10(%r12),%rdx
    0.00 :	  3516a0b9a2:   cmp    %rdx,0x10(%rax)
    0.00 :	  3516a0b9a6:   mov    %r15,%rdi
    0.00 :	  3516a0b9a9:   cmovbe 0x10(%rax),%rdx
    0.00 :	  3516a0b9ae:   callq  3516a184b0 <memcpy>
    0.00 :	  3516a0b9b3:   mov    -0x38(%rbp),%rax
    0.00 :	  3516a0b9b7:   mov    0x10(%r12),%rsi
    0.00 :	  3516a0b9bc:   cmp    %rsi,0x10(%rax)
    0.00 :	  3516a0b9c0:   ja     3516a0c215 <_dl_relocate_object+0xf25>
    0.00 :	  3516a0b9c6:   jae    3516a0b820 <_dl_relocate_object+0x530>
    0.00 :	  3516a0b9cc:   cmpl   $0x0,0x214201(%rip)        # 3516c1fbd4 <_rtld_global_ro+0x34>
    0.00 :	  3516a0b9d3:   lea    0x10b16(%rip),%rsi        # 3516a1c4f0 <expected1.10492+0x108f>
    0.00 :	  3516a0b9da:   jne    3516a0b92c <_dl_relocate_object+0x63c>
    0.00 :	  3516a0b9e0:   jmpq   3516a0b820 <_dl_relocate_object+0x530>
    0.00 :	  3516a0b9e5:   nopl   (%rax)
    0.00 :	  3516a0b9e8:   sub    %r15,%rsi
    0.00 :	  3516a0b9eb:   add    0x10(%r13),%rsi
    0.00 :	  3516a0b9ef:   movslq %esi,%rax
    0.00 :	  3516a0b9f2:   mov    %esi,(%r15)
    0.00 :	  3516a0b9f5:   cmp    %rax,%rsi
    0.00 :	  3516a0b9f8:   je     3516a0b820 <_dl_relocate_object+0x530>
    0.00 :	  3516a0b9fe:   lea    0x10aab(%rip),%rsi        # 3516a1c4b0 <expected1.10492+0x104f>
    0.00 :	  3516a0ba05:   jmpq   3516a0b92c <_dl_relocate_object+0x63c>
    0.00 :	  3516a0ba0a:   nopw   0x0(%rax,%rax,1)
    0.00 :	  3516a0ba10:   mov    $0x1,%eax
    0.00 :	  3516a0ba15:   jmpq   3516a0b610 <_dl_relocate_object+0x320>
    0.00 :	  3516a0ba1a:   nopw   0x0(%rax,%rax,1)
    0.00 :	  3516a0ba20:   cmp    %r13,%rcx
    0.00 :	  3516a0ba23:   jae    3516a0b531 <_dl_relocate_object+0x241>
    0.00 :	  3516a0ba29:   nopl   0x0(%rax)
    0.00 :	  3516a0ba30:   mov    %r12,%rdx
    0.00 :	  3516a0ba33:   add    0x10(%r14),%rdx
    0.00 :	  3516a0ba37:   mov    (%r14),%rax
    0.00 :	  3516a0ba3a:   add    $0x18,%r14
    0.00 :	  3516a0ba3e:   cmp    %r14,%r13
    0.00 :	  3516a0ba41:   mov    %rdx,(%rax,%r12,1)
    0.00 :	  3516a0ba45:   ja     3516a0ba30 <_dl_relocate_object+0x740>
    0.00 :	  3516a0ba47:   mov    0x1c8(%rbx),%rax
    0.00 :	  3516a0ba4e:   test   %rax,%rax
    0.00 :	  3516a0ba51:   jne    3516a0b541 <_dl_relocate_object+0x251>
    0.00 :	  3516a0ba57:   cmp    %r13,%r10
    0.00 :	  3516a0ba5a:   jbe    3516a0b491 <_dl_relocate_object+0x1a1>
    0.00 :	  3516a0ba60:   mov    %r10,-0x90(%rbp)
    0.00 :	  3516a0ba67:   mov    %r12,-0x88(%rbp)
    0.00 :	  3516a0ba6e:   xchg   %ax,%ax
    0.00 :	  3516a0ba70:   mov    0x8(%r13),%r14
    0.00 :	  3516a0ba74:   mov    -0x80(%rbp),%rdi
    0.00 :	  3516a0ba78:   mov    -0x88(%rbp),%r15
    0.00 :	  3516a0ba7f:   add    0x0(%r13),%r15
    0.00 :	  3516a0ba83:   mov    %r14,%rax
    0.00 :	  3516a0ba86:   and    $0xffffffffffffffff,%r14d
    0.00 :	  3516a0ba8a:   shr    $0x20,%rax
    0.00 :	  3516a0ba8e:   cmp    $0x8,%r14
    0.00 :	  3516a0ba92:   lea    (%rax,%rax,2),%rax
    0.00 :	  3516a0ba96:   lea    (%rdi,%rax,8),%r12
    0.00 :	  3516a0ba9a:   mov    %r12,-0x38(%rbp)
    0.00 :	  3516a0ba9e:   je     3516a0c1e0 <_dl_relocate_object+0xef0>
    0.00 :	  3516a0baa4:   test   %r14,%r14
