 Percent |	Source code & Disassembly of sort for cycles
    0.00 :	  19abf:       callq  *0x0
    0.00 :	  19ac6:       mov    $0xffffffff,%eax
    0.00 :	  19acb:       add    $0x60,%rdi
    0.00 :	  19acf:       mov    $0xffffffffffffffff,%rsi
    0.00 :	  19ad6:       bsr    0x0(%rip),%edx        # 19add <nfs_clear_request_commit+0x5d>
    0.00 :	  19add:       cmove  %eax,%edx
    0.00 :	  19ae0:       lea    0x8(,%rdx,8),%edx
    0.00 :	  19ae7:       callq  19aec <nfs_clear_request_commit+0x6c>
    0.00 :	  19aec:       mov    %rbx,%rdi
    0.00 :	  19aef:       callq  *0x0
    0.00 :	  19af6:       mov    $0x1,%eax
    0.00 :	  19afb:       add    $0x8,%rsp
    0.00 :	  19aff:       pop    %rbx
    0.00 :	  19b00:       leaveq 
    0.00 :	  19b01:       retq   
 Percent |	Source code & Disassembly of nfs.ko for cycles
--------------------------------------------------------------
         :
         :
         :
         :	Disassembly of section .text:
         :
         :	0000000000019b10 <nfs_commit_release_pages>:
    0.00 :	  19b10:       push   %rbp
    0.00 :	  19b11:       mov    %rsp,%rbp
    0.00 :	  19b14:       push   %r15
    0.00 :	  19b16:       push   %r14
    0.00 :	  19b18:       push   %r13
    0.00 :	  19b1a:       push   %r12
    0.00 :	  19b1c:       push   %rbx
    0.00 :	  19b1d:       sub    $0x8,%rsp
    0.00 :	  19b21:       callq  19b26 <nfs_commit_release_pages+0x16>
    0.00 :	  19b26:       mov    0x1d0(%rdi),%rbx
    0.00 :	  19b2d:       mov    0xd4(%rdi),%r13d
    0.00 :	  19b34:       lea    0x1d0(%rdi),%r14
    0.00 :	  19b3b:       mov    %rdi,%r12
    0.00 :	  19b3e:       cmp    %rbx,%r14
    0.00 :	  19b41:       je     19c20 <nfs_commit_release_pages+0x110>
    0.00 :	  19b47:       lea    0x1c4(%rdi),%r15
    0.00 :	  19b4e:       jmp    19b7e <nfs_commit_release_pages+0x6e>
    0.00 :	  19b50:       testb  $0x8,0x0(%rip)        # 19b57 <nfs_commit_release_pages+0x47>
    0.00 :	  19b57:       jne    19c75 <nfs_commit_release_pages+0x165>
    0.00 :	  19b5d:       mov    %rbx,%rdi
    0.00 :	  19b60:       callq  185e0 <nfs_mark_request_dirty>
    0.00 :	  19b65:       mov    %rbx,%rdi
    0.00 :	  19b68:       callq  19b6d <nfs_commit_release_pages+0x5d>
    0.00 :	  19b6d:       mov    0x1d0(%r12),%rbx
    0.00 :	  19b75:       cmp    %rbx,%r14
    0.00 :	  19b78:       je     19c20 <nfs_commit_release_pages+0x110>
    0.00 :	  19b7e:       mov    (%rbx),%rax
    0.00 :	  19b81:       cmp    %rax,%rbx
    0.00 :	  19b84:       je     19b98 <nfs_commit_release_pages+0x88>
    0.00 :	  19b86:       mov    0x8(%rbx),%rdx
    0.00 :	  19b8a:       mov    %rdx,0x8(%rax)
    0.00 :	  19b8e:       mov    %rax,(%rdx)
    0.00 :	  19b91:       mov    %rbx,(%rbx)
    0.00 :	  19b94:       mov    %rbx,0x8(%rbx)
    0.00 :	  19b98:       mov    %rbx,%rdi
    0.00 :	  19b9b:       callq  19a80 <nfs_clear_request_commit>
    0.00 :	  19ba0:       testb  $0x8,0x0(%rip)        # 19ba7 <nfs_commit_release_pages+0x97>
    0.00 :	  19ba7:       jne    19c2f <nfs_commit_release_pages+0x11f>
    0.00 :	  19bad:       test   %r13d,%r13d
    0.00 :	  19bb0:       js     19be8 <nfs_commit_release_pages+0xd8>
    0.00 :	  19bb2:       lea    0x54(%rbx),%rsi
    0.00 :	  19bb6:       mov    %r15,%rdi
    0.00 :	  19bb9:       mov    $0x8,%ecx
  100.00 :	  19bbe:       repz cmpsb %es:(%rdi),%ds:(%rsi)
    0.00 :	  19bc0:       jne    19b50 <nfs_commit_release_pages+0x40>
    0.00 :	  19bc2:       mov    %rbx,%rdi
    0.00 :	  19bc5:       callq  18490 <nfs_inode_remove_request>
    0.00 :	  19bca:       testb  $0x8,0x0(%rip)        # 19bd1 <nfs_commit_release_pages+0xc1>
    0.00 :	  19bd1:       je     19b65 <nfs_commit_release_pages+0x55>
    0.00 :	  19bd3:       mov    $0x0,%rdi
    0.00 :	  19bda:       xor    %eax,%eax
    0.00 :	  19bdc:       callq  19be1 <nfs_commit_release_pages+0xd1>
    0.00 :	  19be1:       jmp    19b65 <nfs_commit_release_pages+0x55>
    0.00 :	  19be3:       nopl   0x0(%rax,%rax,1)
    0.00 :	  19be8:       mov    0x18(%rbx),%rax
    0.00 :	  19bec:       mov    %r13d,0x60(%rax)
    0.00 :	  19bf0:       lock orb $0x1,0x58(%rax)
    0.00 :	  19bf5:       mov    %rbx,%rdi
    0.00 :	  19bf8:       callq  18490 <nfs_inode_remove_request>
    0.00 :	  19bfd:       testb  $0x8,0x0(%rip)        # 19c04 <nfs_commit_release_pages+0xf4>
    0.00 :	  19c04:       je     19b65 <nfs_commit_release_pages+0x55>
    0.00 :	  19c0a:       mov    %r13d,%esi
    0.00 :	  19c0d:       mov    $0x0,%rdi
    0.00 :	  19c14:       xor    %eax,%eax
    0.00 :	  19c16:       callq  19c1b <nfs_commit_release_pages+0x10b>
    0.00 :	  19c1b:       jmpq   19b65 <nfs_commit_release_pages+0x55>
    0.00 :	  19c20:       add    $0x8,%rsp
    0.00 :	  19c24:       pop    %rbx
    0.00 :	  19c25:       pop    %r12
    0.00 :	  19c27:       pop    %r13
    0.00 :	  19c29:       pop    %r14
    0.00 :	  19c2b:       pop    %r15
    0.00 :	  19c2d:       leaveq 
    0.00 :	  19c2e:       retq   
    0.00 :	  19c2f:       mov    0x18(%rbx),%rax
    0.00 :	  19c33:       mov    0x38(%rbx),%edi
    0.00 :	  19c36:       mov    0x40(%rbx),%ecx
    0.00 :	  19c39:       mov    0x38(%rax),%rax
    0.00 :	  19c3d:       mov    0x10(%rax),%rsi
    0.00 :	  19c41:       mov    0x30(%rbx),%rax
    0.00 :	  19c45:       mov    -0x1c8(%rsi),%rdx
    0.00 :	  19c4c:       mov    0x108(%rsi),%rsi
    0.00 :	  19c53:       shl    $0xc,%rax
    0.00 :	  19c57:       lea    (%rax,%rdi,1),%r8
    0.00 :	  19c5b:       mov    $0x0,%rdi
    0.00 :	  19c62:       xor    %eax,%eax
    0.00 :	  19c64:       add    $0x270,%rsi
    0.00 :	  19c6b:       callq  19c70 <nfs_commit_release_pages+0x160>
    0.00 :	  19c70:       jmpq   19bad <nfs_commit_release_pages+0x9d>
    0.00 :	  19c75:       mov    $0x0,%rdi
    0.00 :	  19c7c:       xor    %eax,%eax
    0.00 :	  19c7e:       callq  19c83 <nfs_commit_release_pages+0x173>
    0.00 :	  19c83:       jmpq   19b5d <nfs_commit_release_pages+0x4d>
 Percent |	Source code & Disassembly of nfs.ko for cycles
--------------------------------------------------------------
         :
         :
         :
         :	Disassembly of section .text:
         :
         :	0000000000013cf0 <nfs_set_page_tag_locked>:
    0.00 :	  13cf0:       push   %rbp
    0.00 :	  13cf1:       mov    %rsp,%rbp
    0.00 :	  13cf4:       callq  13cf9 <nfs_set_page_tag_locked+0x9>
    0.00 :	  13cf9:       lock btsl $0x0,0x48(%rdi)
  100.00 :	  13cff:       sbb    %edx,%edx
    0.00 :	  13d01:       xor    %eax,%eax
    0.00 :	  13d03:       test   %edx,%edx
    0.00 :	  13d05:       jne    13d0f <nfs_set_page_tag_locked+0x1f>
    0.00 :	  13d07:       testb  $0x2,0x48(%rdi)
    0.00 :	  13d0b:       mov    $0x1,%al
    0.00 :	  13d0d:       jne    13d18 <nfs_set_page_tag_locked+0x28>
    0.00 :	  13d0f:       leaveq 
    0.00 :	  13d10:       retq   
    0.00 :	  13d11:       nopl   0x0(%rax)
    0.00 :	  13d18:       mov    0x18(%rdi),%rax
    0.00 :	  13d1c:       mov    0x30(%rdi),%rsi
    0.00 :	  13d20:       mov    0x38(%rax),%rax
    0.00 :	  13d24:       mov    0x10(%rax),%rdi
    0.00 :	  13d28:       sub    $0xb8,%rdi
    0.00 :	  13d2f:       callq  13d34 <nfs_set_page_tag_locked+0x44>
    0.00 :	  13d34:       mov    $0x1,%eax
    0.00 :	  13d39:       leaveq 
    0.00 :	  13d3a:       retq   
 Percent |	Source code & Disassembly of sunrpc.ko for cycles
-----------------------------------------------------------------
         :
         :
         :
         :	Disassembly of section .text:
         :
         :	00000000000005e0 <call_reserveresult>:
    0.00 :	  5e0:       push   %rbp
    0.00 :	  5e1:       mov    %rsp,%rbp
    0.00 :	  5e4:       sub    $0x10,%rsp
    0.00 :	  5e8:       mov    %rbx,(%rsp)
  100.00 :	  5ec:       mov    %r12,0x8(%rsp)
    0.00 :	  5f1:       callq  5f6 <call_reserveresult+0x16>
    0.00 :	  5f6:       testb  $0x2,0x0(%rip)        # 5fd <call_reserveresult+0x1d>
    0.00 :	  5fd:       mov    0xcc(%rdi),%r12d
    0.00 :	  604:       mov    %rdi,%rbx
    0.00 :	  607:       jne    6b0 <call_reserveresult+0xd0>
    0.00 :	  60d:       test   %r12d,%r12d
    0.00 :	  610:       movl   $0x0,0xcc(%rbx)
    0.00 :	  61a:       js     640 <call_reserveresult+0x60>
    0.00 :	  61c:       cmpq   $0x0,0x20(%rbx)
    0.00 :	  621:       je     6d4 <call_reserveresult+0xf4>
    0.00 :	  627:       movq   $0x0,0x50(%rbx)
    0.00 :	  62f:       mov    (%rsp),%rbx
    0.00 :	  633:       mov    0x8(%rsp),%r12
    0.00 :	  638:       leaveq 
    0.00 :	  639:       retq   
    0.00 :	  63a:       nopw   0x0(%rax,%rax,1)
    0.00 :	  640:       cmpq   $0x0,0x20(%rbx)
    0.00 :	  645:       jne    6fe <call_reserveresult+0x11e>
    0.00 :	  64b:       cmp    $0xfffffffffffffff5,%r12d
    0.00 :	  64f:       je     69d <call_reserveresult+0xbd>
    0.00 :	  651:       cmp    $0xfffffffffffffffb,%r12d
    0.00 :	  655:       je     675 <call_reserveresult+0x95>
    0.00 :	  657:       cmp    $0xfffffffffffffff4,%r12d
    0.00 :	  65b:       je     690 <call_reserveresult+0xb0>
    0.00 :	  65d:       mov    %r12d,%edx
    0.00 :	  660:       mov    $0x0,%rsi
    0.00 :	  667:       mov    $0x0,%rdi
    0.00 :	  66e:       xor    %eax,%eax
    0.00 :	  670:       callq  675 <call_reserveresult+0x95>
    0.00 :	  675:       mov    %r12d,%esi
    0.00 :	  678:       mov    %rbx,%rdi
    0.00 :	  67b:       callq  680 <call_reserveresult+0xa0>
    0.00 :	  680:       mov    (%rsp),%rbx
    0.00 :	  684:       mov    0x8(%rsp),%r12
    0.00 :	  689:       leaveq 
    0.00 :	  68a:       retq   
    0.00 :	  68b:       nopl   0x0(%rax,%rax,1)
    0.00 :	  690:       mov    $0xfa,%esi
    0.00 :	  695:       mov    %rbx,%rdi
    0.00 :	  698:       callq  69d <call_reserveresult+0xbd>
    0.00 :	  69d:       movq   $0x0,0x50(%rbx)
    0.00 :	  6a5:       mov    0x8(%rsp),%r12
    0.00 :	  6aa:       mov    (%rsp),%rbx
    0.00 :	  6ae:       leaveq 
    0.00 :	  6af:       retq   
    0.00 :	  6b0:       movzwl 0xd4(%rdi),%esi
    0.00 :	  6b7:       mov    %r12d,%ecx
    0.00 :	  6ba:       mov    $0x0,%rdx
    0.00 :	  6c1:       mov    $0x0,%rdi
    0.00 :	  6c8:       xor    %eax,%eax
    0.00 :	  6ca:       callq  6cf <call_reserveresult+0xef>
    0.00 :	  6cf:       jmpq   60d <call_reserveresult+0x2d>
    0.00 :	  6d4:       mov    %r12d,%edx
    0.00 :	  6d7:       mov    $0x0,%rsi
    0.00 :	  6de:       mov    $0x0,%rdi
    0.00 :	  6e5:       xor    %eax,%eax
    0.00 :	  6e7:       callq  6ec <call_reserveresult+0x10c>
    0.00 :	  6ec:       mov    $0xfffffffb,%esi
    0.00 :	  6f1:       mov    %rbx,%rdi
    0.00 :	  6f4:       callq  6f9 <call_reserveresult+0x119>
    0.00 :	  6f9:       jmpq   62f <call_reserveresult+0x4f>
    0.00 :	  6fe:       mov    %r12d,%edx
    0.00 :	  701:       mov    $0x0,%rsi
    0.00 :	  708:       mov    $0x0,%rdi
    0.00 :	  70f:       xor    %eax,%eax
    0.00 :	  711:       callq  716 <call_reserveresult+0x136>
    0.00 :	  716:       mov    %rbx,%rdi
    0.00 :	  719:       callq  71e <call_reserveresult+0x13e>
    0.00 :	  71e:       jmpq   64b <call_reserveresult+0x6b>
 Percent |	Source code & Disassembly of ld-2.12.so for cycles
------------------------------------------------------------------
         :
         :
         :
         :	Disassembly of section .text:
         :
         :	0000003516a09360 <do_lookup_x>:
    0.00 :	  3516a09360:   push   %r15
    0.00 :	  3516a09362:   mov    %rdx,%r15
    0.00 :	  3516a09365:   push   %r14
    0.00 :	  3516a09367:   push   %r13
    0.00 :	  3516a09369:   mov    %rsi,%r13
    0.00 :	  3516a0936c:   push   %r12
    0.00 :	  3516a0936e:   push   %rbp
    0.00 :	  3516a0936f:   push   %rbx
    0.00 :	  3516a09370:   sub    $0xc8,%rsp
    0.00 :	  3516a09377:   mov    0x8(%r9),%ebp
    0.00 :	  3516a0937b:   mov    0x108(%rsp),%rax
    0.00 :	  3516a09383:   mov    %r8,0x28(%rsp)
    0.00 :	  3516a09388:   mov    0x100(%rsp),%rbx
    0.00 :	  3516a09390:   mov    0x118(%rsp),%r14
    0.00 :	  3516a09398:   mov    %rdi,0x90(%rsp)
    0.00 :	  3516a093a0:   mov    %rcx,0xa0(%rsp)
    0.00 :	  3516a093a8:   mov    %rax,0x80(%rsp)
    0.00 :	  3516a093b0:   mov    0x110(%rsp),%eax
    0.00 :	  3516a093b7:   mov    %eax,0xac(%rsp)
    0.00 :	  3516a093be:   mov    0x120(%rsp),%eax
    0.00 :	  3516a093c5:   mov    %eax,0xb4(%rsp)
    0.00 :	  3516a093cc:   mov    0x128(%rsp),%rax
    0.00 :	  3516a093d4:   mov    %rax,0x70(%rsp)
    0.00 :	  3516a093d9:   mov    (%r9),%r12
    0.00 :	  3516a093dc:   mov    %rsi,%r8
    0.00 :	  3516a093df:   mov    %esi,%r9d
    0.00 :	  3516a093e2:   lea    0x70(%rsp),%r11
    0.00 :	  3516a093e7:   shr    $0x6,%r8
    0.00 :	  3516a093eb:   and    $0x3f,%r9d
    0.00 :	  3516a093ef:   mov    (%r12,%rbx,8),%rax
    0.00 :	  3516a093f3:   movl   $0x0,0xa8(%rsp)
    0.00 :	  3516a093fe:   movq   $0x0,0x78(%rsp)
    0.00 :	  3516a09407:   mov    0x28(%rax),%rax
    0.00 :	  3516a0940b:   cmp    %r14,%rax
    0.00 :	  3516a0940e:   mov    %rax,0x88(%rsp)
    0.00 :	  3516a09416:   je     3516a094f8 <do_lookup_x+0x198>
    0.00 :	  3516a0941c:   testb  $0x2,0xb4(%rsp)
    0.00 :	  3516a09424:   je     3516a09433 <do_lookup_x+0xd3>
    0.00 :	  3516a09426:   testb  $0x3,0x314(%rax)
    0.00 :	  3516a0942d:   je     3516a094f8 <do_lookup_x+0x198>
    0.00 :	  3516a09433:   testb  $0x20,0x315(%rax)
    0.00 :	  3516a0943a:   jne    3516a094f8 <do_lookup_x+0x198>
  100.00 :	  3516a09440:   testb  $0x8,0x216759(%rip)        # 3516c1fba0 <_rtld_global_ro>
    0.00 :	  3516a09447:   jne    3516a09ab4 <do_lookup_x+0x754>
    0.00 :	  3516a0944d:   mov    0x2ec(%rax),%ecx
    0.00 :	  3516a09453:   test   %ecx,%ecx
    0.00 :	  3516a09455:   je     3516a094f8 <do_lookup_x+0x198>
    0.00 :	  3516a0945b:   mov    0x70(%rax),%rdx
    0.00 :	  3516a0945f:   mov    0x68(%rax),%rax
    0.00 :	  3516a09463:   mov    0x88(%rsp),%rsi
    0.00 :	  3516a0946b:   mov    0x8(%rdx),%rdx
    0.00 :	  3516a0946f:   mov    %rdx,0x30(%rsp)
    0.00 :	  3516a09474:   mov    0x8(%rax),%rax
    0.00 :	  3516a09478:   mov    %rax,0x98(%rsp)
    0.00 :	  3516a09480:   mov    0x2f8(%rsi),%rax
    0.00 :	  3516a09487:   test   %rax,%rax
    0.00 :	  3516a0948a:   je     3516a09a10 <do_lookup_x+0x6b0>
    0.00 :	  3516a09490:   mov    0x2f0(%rsi),%edx
    0.00 :	  3516a09496:   mov    0x2f4(%rsi),%ecx
    0.00 :	  3516a0949c:   and    %r8d,%edx
    0.00 :	  3516a0949f:   mov    (%rax,%rdx,8),%rdx
    0.00 :	  3516a094a3:   mov    %r13,%rax
    0.00 :	  3516a094a6:   shr    %cl,%rax
    0.00 :	  3516a094a9:   mov    %rax,%rcx
    0.00 :	  3516a094ac:   and    $0x3f,%ecx
    0.00 :	  3516a094af:   mov    %rdx,%rax
    0.00 :	  3516a094b2:   shr    %cl,%rax
    0.00 :	  3516a094b5:   mov    %r9d,%ecx
    0.00 :	  3516a094b8:   shr    %cl,%rdx
    0.00 :	  3516a094bb:   and    %rdx,%rax
    0.00 :	  3516a094be:   test   $0x1,%al
    0.00 :	  3516a094c0:   jne    3516a09b0c <do_lookup_x+0x7ac>
    0.00 :	  3516a094c6:   movl   $0x0,0xb0(%rsp)
    0.00 :	  3516a094d1:   cmpl   $0x1,0xa8(%rsp)
    0.00 :	  3516a094d9:   je     3516a09520 <do_lookup_x+0x1c0>
    0.00 :	  3516a094db:   mov    0x80(%rsp),%rax
    0.00 :	  3516a094e3:   test   %rax,%rax
    0.00 :	  3516a094e6:   je     3516a094f8 <do_lookup_x+0x198>
    0.00 :	  3516a094e8:   mov    0x10(%rax),%rdi
    0.00 :	  3516a094ec:   test   %rdi,%rdi
    0.00 :	  3516a094ef:   jne    3516a097c9 <do_lookup_x+0x469>
    0.00 :	  3516a094f5:   nopl   (%rax)
    0.00 :	  3516a094f8:   add    $0x1,%rbx
    0.00 :	  3516a094fc:   cmp    %rbx,%rbp
    0.00 :	  3516a094ff:   ja     3516a093ef <do_lookup_x+0x8f>
    0.00 :	  3516a09505:   xor    %eax,%eax
    0.00 :	  3516a09507:   add    $0xc8,%rsp
    0.00 :	  3516a0950e:   pop    %rbx
    0.00 :	  3516a0950f:   pop    %rbp
    0.00 :	  3516a09510:   pop    %r12
    0.00 :	  3516a09512:   pop    %r13
    0.00 :	  3516a09514:   pop    %r14
    0.00 :	  3516a09516:   pop    %r15
    0.00 :	  3516a09518:   retq   
    0.00 :	  3516a09519:   nopl   0x0(%rax)
    0.00 :	  3516a09520:   mov    0x78(%rsp),%rax
    0.00 :	  3516a09525:   test   %rax,%rax
    0.00 :	  3516a09528:   je     3516a094db <do_lookup_x+0x17b>
    0.00 :	  3516a0952a:   movzbl 0x4(%rax),%edx
    0.00 :	  3516a0952e:   shr    $0x4,%dl
    0.00 :	  3516a09531:   cmp    $0x2,%dl
    0.00 :	  3516a09534:   je     3516a09560 <do_lookup_x+0x200>
    0.00 :	  3516a09536:   cmp    $0xa,%dl
    0.00 :	  3516a09539:   je     3516a095a0 <do_lookup_x+0x240>
    0.00 :	  3516a0953b:   cmp    $0x1,%dl
    0.00 :	  3516a0953e:   je     3516a0956e <do_lookup_x+0x20e>
    0.00 :	  3516a09540:   mov    0xb0(%rsp),%eax
    0.00 :	  3516a09547:   test   %eax,%eax
    0.00 :	  3516a09549:   je     3516a094db <do_lookup_x+0x17b>
    0.00 :	  3516a0954b:   add    $0x1,%rbx
    0.00 :	  3516a0954f:   cmp    %rbx,%rbp
    0.00 :	  3516a09552:   ja     3516a093ef <do_lookup_x+0x8f>
    0.00 :	  3516a09558:   jmp    3516a09505 <do_lookup_x+0x1a5>
    0.00 :	  3516a0955a:   nopw   0x0(%rax,%rax,1)
    0.00 :	  3516a09560:   mov    0x21667e(%rip),%edx        # 3516c1fbe4 <_rtld_global_ro+0x44>
    0.00 :	  3516a09566:   test   %edx,%edx
    0.00 :	  3516a09568:   jne    3516a09bee <do_lookup_x+0x88e>
    0.00 :	  3516a0956e:   mov    %rax,0x38(%rsp)
    0.00 :	  3516a09573:   mov    %rax,%rdx
    0.00 :	  3516a09576:   mov    0x28(%rsp),%rax
    0.00 :	  3516a0957b:   mov    0x28(%rsp),%rcx
    0.00 :	  3516a09580:   mov    %rdx,(%rax)
    0.00 :	  3516a09583:   mov    0x88(%rsp),%rax
    0.00 :	  3516a0958b:   mov    %rax,0x8(%rcx)
    0.00 :	  3516a0958f:   mov    $0x1,%eax
    0.00 :	  3516a09594:   jmpq   3516a09507 <do_lookup_x+0x1a7>
    0.00 :	  3516a09599:   nopl   0x0(%rax)
    0.00 :	  3516a095a0:   mov    %rax,0x38(%rsp)
    0.00 :	  3516a095a5:   mov    0x88(%rsp),%rax
    0.00 :	  3516a095ad:   lea    0x216a4c(%rip),%rsi        # 3516c20000 <_rtld_global>
    0.00 :	  3516a095b4:   lea    0x216a4d(%rip),%r14        # 3516c20008 <_rtld_global+0x8>
    0.00 :	  3516a095bb:   mov    0x30(%rax),%rax
    0.00 :	  3516a095bf:   lea    (%rax,%rax,8),%r12
    0.00 :	  3516a095c3:   mov    %rax,0x40(%rsp)
    0.00 :	  3516a095c8:   shl    $0x4,%r12
    0.00 :	  3516a095cc:   lea    0x20(%rsi,%r12,1),%rsi
    0.00 :	  3516a095d1:   add    %r12,%r14
    0.00 :	  3516a095d4:   mov    %rsi,0x50(%rsp)
    0.00 :	  3516a095d9:   mov    %rsi,%rdi
    0.00 :	  3516a095dc:   callq  *0x21791e(%rip)        # 3516c20f00 <_rtld_global+0xf00>
    0.00 :	  3516a095e2:   mov    0x40(%r14),%rbp
    0.00 :	  3516a095e6:   lea    0x216a13(%rip),%rax        # 3516c20000 <_rtld_global>
    0.00 :	  3516a095ed:   lea    (%rax,%r12,1),%r12
    0.00 :	  3516a095f1:   test   %rbp,%rbp
    0.00 :	  3516a095f4:   mov    0x50(%r12),%rbx
    0.00 :	  3516a095f9:   je     3516a099b4 <do_lookup_x+0x654>
    0.00 :	  3516a095ff:   mov    %r13,%rax
    0.00 :	  3516a09602:   xor    %edx,%edx
    0.00 :	  3516a09604:   lea    -0x2(%rbx),%rcx
    0.00 :	  3516a09608:   div    %rbx
    0.00 :	  3516a0960b:   mov    %r13,%rax
    0.00 :	  3516a0960e:   mov    %rcx,0x30(%rsp)
    0.00 :	  3516a09613:   mov    %rbp,0x48(%rsp)
    0.00 :	  3516a09618:   mov    %rbx,%rbp
    0.00 :	  3516a0961b:   mov    %rdx,%r12
    0.00 :	  3516a0961e:   xor    %edx,%edx
    0.00 :	  3516a09620:   div    %rcx
    0.00 :	  3516a09623:   lea    0x1(%rdx),%rcx
    0.00 :	  3516a09627:   mov    %rcx,%r8
    0.00 :	  3516a0962a:   mov    %rcx,%rbx
    0.00 :	  3516a0962d:   shl    $0x5,%r8
    0.00 :	  3516a09631:   lea    (%rbx,%r12,1),%r14
    0.00 :	  3516a09635:   shl    $0x5,%r12
    0.00 :	  3516a09639:   add    0x48(%rsp),%r12
    0.00 :	  3516a0963e:   jmp    3516a09659 <do_lookup_x+0x2f9>
    0.00 :	  3516a09640:   mov    0x8(%r12),%r15
    0.00 :	  3516a09645:   test   %r15,%r15
    0.00 :	  3516a09648:   je     3516a096c0 <do_lookup_x+0x360>
    0.00 :	  3516a0964a:   add    %r8,%r12
    0.00 :	  3516a0964d:   cmp    %rbp,%r14
    0.00 :	  3516a09650:   lea    (%r14,%rbx,1),%rax
    0.00 :	  3516a09654:   jae    3516a096b0 <do_lookup_x+0x350>
    0.00 :	  3516a09656:   mov    %rax,%r14
    0.00 :	  3516a09659:   mov    (%r12),%eax
    0.00 :	  3516a0965d:   cmp    %r13,%rax
    0.00 :	  3516a09660:   jne    3516a09640 <do_lookup_x+0x2e0>
    0.00 :	  3516a09662:   mov    0x8(%r12),%r15
    0.00 :	  3516a09667:   mov    0x90(%rsp),%rsi
    0.00 :	  3516a0966f:   mov    %r8,0x8(%rsp)
    0.00 :	  3516a09674:   mov    %r15,%rdi
    0.00 :	  3516a09677:   callq  3516a17390 <strcmp>
    0.00 :	  3516a0967c:   test   %eax,%eax
    0.00 :	  3516a0967e:   mov    0x8(%rsp),%r8
    0.00 :	  3516a09683:   jne    3516a09645 <do_lookup_x+0x2e5>
    0.00 :	  3516a09685:   mov    0x10(%r12),%rax
    0.00 :	  3516a0968a:   mov    0x28(%rsp),%rsi
    0.00 :	  3516a0968f:   mov    0x50(%rsp),%rdi
    0.00 :	  3516a09694:   mov    %rax,(%rsi)
    0.00 :	  3516a09697:   mov    0x18(%r12),%rax
    0.00 :	  3516a0969c:   mov    %rax,0x8(%rsi)
    0.00 :	  3516a096a0:   callq  *0x217862(%rip)        # 3516c20f08 <_rtld_global+0xf08>
    0.00 :	  3516a096a6:   mov    $0x1,%eax
    0.00 :	  3516a096ab:   jmpq   3516a09507 <do_lookup_x+0x1a7>
    0.00 :	  3516a096b0:   mov    %r14,%r12
    0.00 :	  3516a096b3:   sub    %rbp,%r12
    0.00 :	  3516a096b6:   jmpq   3516a09631 <do_lookup_x+0x2d1>
    0.00 :	  3516a096bb:   nopl   0x0(%rax,%rax,1)
    0.00 :	  3516a096c0:   mov    0x40(%rsp),%rcx
    0.00 :	  3516a096c5:   lea    0x21693c(%rip),%rsi        # 3516c20008 <_rtld_global+0x8>
    0.00 :	  3516a096cc:   mov    %rbp,%rbx
    0.00 :	  3516a096cf:   lea    (%rbx,%rbx,2),%rdx
    0.00 :	  3516a096d3:   mov    0x48(%rsp),%rbp
    0.00 :	  3516a096d8:   lea    (%rcx,%rcx,8),%rax
    0.00 :	  3516a096dc:   shl    $0x4,%rax
    0.00 :	  3516a096e0:   mov    0x50(%rsi,%rax,1),%rax
    0.00 :	  3516a096e5:   shl    $0x2,%rax
    0.00 :	  3516a096e9:   cmp    %rax,%rdx
    0.00 :	  3516a096ec:   jbe    3516a09822 <do_lookup_x+0x4c2>
    0.00 :	  3516a096f2:   mov    0x38(%rsp),%rax
    0.00 :	  3516a096f7:   mov    %r13d,%esi
    0.00 :	  3516a096fa:   xor    %edx,%edx
    0.00 :	  3516a096fc:   mov    0x98(%rsp),%r9
    0.00 :	  3516a09704:   mov    0x88(%rsp),%rdi
    0.00 :	  3516a0970c:   mov    (%rax),%r8d
    0.00 :	  3516a0970f:   mov    %rsi,%rax
    0.00 :	  3516a09712:   div    %rbx
    0.00 :	  3516a09715:   mov    %rsi,%rax
    0.00 :	  3516a09718:   mov    %rdx,%rcx
    0.00 :	  3516a0971b:   xor    %edx,%edx
    0.00 :	  3516a0971d:   divq   0x30(%rsp)
    0.00 :	  3516a09722:   add    $0x1,%rdx
    0.00 :	  3516a09726:   mov    %rdx,%rsi
    0.00 :	  3516a09729:   shl    $0x5,%rsi
    0.00 :	  3516a0972d:   lea    (%rcx,%rdx,1),%rax
    0.00 :	  3516a09731:   shl    $0x5,%rcx
    0.00 :	  3516a09735:   lea    0x0(%rbp,%rcx,1),%rcx
    0.00 :	  3516a0973a:   jmp    3516a09743 <do_lookup_x+0x3e3>
    0.00 :	  3516a0973c:   nopl   0x0(%rax)
    0.00 :	  3516a09740:   mov    %r10,%rax
    0.00 :	  3516a09743:   cmpq   $0x0,0x8(%rcx)
    0.00 :	  3516a09748:   je     3516a09760 <do_lookup_x+0x400>
    0.00 :	  3516a0974a:   add    %rsi,%rcx
    0.00 :	  3516a0974d:   cmp    %rbx,%rax
    0.00 :	  3516a09750:   lea    (%rax,%rdx,1),%r10
    0.00 :	  3516a09754:   jb     3516a09740 <do_lookup_x+0x3e0>
    0.00 :	  3516a09756:   mov    %rax,%rcx
    0.00 :	  3516a09759:   sub    %rbx,%rcx
    0.00 :	  3516a0975c:   jmp    3516a0972d <do_lookup_x+0x3cd>
    0.00 :	  3516a0975e:   xchg   %ax,%ax
    0.00 :	  3516a09760:   mov    %r8d,%r8d
